Coor		Free	+/-		Prob		+/-
1.703000	1.602763	nan	0.002547	nan
1.709000	1.391938	nan	0.003635	nan
1.715000	1.164370	nan	0.005339	nan
1.721000	0.984132	nan	0.007238	nan
1.727000	0.824381	nan	0.009480	nan
1.733000	0.664415	nan	0.012420	nan
1.739000	0.526196	nan	0.015685	nan
1.745000	0.409263	nan	0.019109	nan
1.751000	0.315675	nan	0.022380	nan
1.757000	0.238542	nan	0.025494	nan
1.763000	0.167236	nan	0.028756	nan
1.769000	0.109971	nan	0.031676	nan
1.775000	0.067247	nan	0.034045	nan
1.781000	0.035894	nan	0.035896	nan
1.787000	0.009465	nan	0.037535	nan
1.793000	0.000000	nan	0.038139	nan
1.799000	0.004570	nan	0.037846	nan
1.805000	0.007257	nan	0.037675	nan
1.811000	0.014253	nan	0.037232	nan
1.817000	0.031254	nan	0.036179	nan
1.823000	0.043391	nan	0.035445	nan
1.829000	0.045708	nan	0.035306	nan
1.835000	0.057303	nan	0.034622	nan
1.841000	0.072262	nan	0.033758	nan
1.847000	0.089778	nan	0.032774	nan
1.853000	0.126754	nan	0.030791	nan
1.859000	0.155328	nan	0.029340	nan
1.865000	0.182983	nan	0.028001	nan
1.871000	0.236917	nan	0.025564	nan
1.877000	0.291625	nan	0.023308	nan
1.883000	0.372673	nan	0.020327	nan
1.889000	0.432937	nan	0.018360	nan
1.895000	0.509664	nan	0.016129	nan
1.901000	0.595890	nan	0.013943	nan
1.907000	0.687099	nan	0.011953	nan
1.913000	0.792185	nan	0.010009	nan
1.919000	0.890480	nan	0.008479	nan
1.925000	0.989277	nan	0.007176	nan
1.931000	1.095500	nan	0.005997	nan
1.937000	1.205456	nan	0.004981	nan
1.943000	1.316826	nan	0.004127	nan
1.949000	1.418465	nan	0.003476	nan
1.955000	1.532927	nan	0.002865	nan
1.961000	1.634426	nan	0.002414	nan
1.967000	1.720257	nan	0.002088	nan
1.973000	1.804968	nan	0.001810	nan
1.979000	1.898652	nan	0.001545	nan
1.985000	1.971840	nan	0.001365	nan
1.991000	2.050365	nan	0.001196	nan
1.997000	2.117501	nan	0.001068	nan
2.003000	2.172887	nan	0.000972	nan
2.009000	2.244712	nan	0.000861	nan
2.015000	2.295340	nan	0.000791	nan
2.021000	2.374771	nan	0.000691	nan
2.027000	2.415628	nan	0.000645	nan
2.033000	2.488565	nan	0.000571	nan
2.039000	2.519187	nan	0.000542	nan
2.045000	2.595306	nan	0.000476	nan
2.051000	2.637776	nan	0.000444	nan
2.057000	2.724572	nan	0.000383	nan
2.063000	2.749446	nan	0.000367	nan
2.069000	2.782691	nan	0.000347	nan
2.075000	2.823950	nan	0.000324	nan
2.081000	2.848779	nan	0.000311	nan
2.087000	2.847488	nan	0.000311	nan
2.093000	2.847620	nan	0.000311	nan
2.099000	2.833247	nan	0.000319	nan
2.105000	2.818485	nan	0.000327	nan
2.111000	2.799039	nan	0.000338	nan
2.117000	2.773728	nan	0.000353	nan
2.123000	2.750067	nan	0.000367	nan
2.129000	2.713341	nan	0.000390	nan
2.135000	2.674718	nan	0.000417	nan
2.141000	2.634982	nan	0.000446	nan
2.147000	2.587198	nan	0.000483	nan
2.153000	2.554733	nan	0.000510	nan
2.159000	2.498080	nan	0.000561	nan
2.165000	2.462723	nan	0.000596	nan
2.171000	2.396399	nan	0.000667	nan
2.177000	2.344167	nan	0.000728	nan
2.183000	2.294973	nan	0.000791	nan
2.189000	2.220360	nan	0.000897	nan
2.195000	2.150724	nan	0.001009	nan
2.201000	2.082048	nan	0.001134	nan
2.207000	1.998004	nan	0.001306	nan
2.213000	1.926785	nan	0.001473	nan
2.219000	1.853131	nan	0.001669	nan
2.225000	1.779389	nan	0.001890	nan
2.231000	1.713217	nan	0.002113	nan
2.237000	1.655692	nan	0.002329	nan
2.243000	1.589920	nan	0.002602	nan
2.249000	1.533774	nan	0.002861	nan
2.255000	1.473742	nan	0.003166	nan
2.261000	1.419108	nan	0.003472	nan
2.267000	1.352561	nan	0.003885	nan
2.273000	1.289693	nan	0.004321	nan
2.279000	1.218957	nan	0.004869	nan
2.285000	1.154452	nan	0.005429	nan
2.291000	1.070160	nan	0.006260	nan
2.297000	0.991533	nan	0.007148	nan
