# autogenerated from equil_0036.chk
0	1.8320
1	1.8349
2	1.8401
3	1.8472
4	1.8565
5	1.8652
6	1.8740
7	1.8828
8	1.8927
9	1.9027
10	1.9112
11	1.9189
12	1.9250
13	1.9288
14	1.9307
15	1.9314
16	1.9300
17	1.9267
18	1.9221
19	1.9181
20	1.9140
21	1.9098
22	1.9056
23	1.9022
24	1.9008
25	1.8993
26	1.8975
27	1.8955
28	1.8939
29	1.8922
30	1.8906
31	1.8898
32	1.8883
33	1.8855
34	1.8829
35	1.8816
36	1.8796
37	1.8779
38	1.8762
39	1.8747
40	1.8742
41	1.8742
42	1.8748
43	1.8746
44	1.8739
45	1.8747
46	1.8763
47	1.8782
48	1.8798
49	1.8818
50	1.8842
51	1.8862
52	1.8882
53	1.8896
54	1.8906
55	1.8909
56	1.8907
57	1.8890
58	1.8860
59	1.8829
60	1.8800
61	1.8769
62	1.8739
63	1.8711
64	1.8691
65	1.8678
66	1.8678
67	1.8684
68	1.8684
69	1.8677
70	1.8679
71	1.8680
72	1.8682
73	1.8671
74	1.8652
75	1.8638
76	1.8635
77	1.8645
78	1.8660
79	1.8689
80	1.8724
81	1.8763
82	1.8808
83	1.8841
84	1.8868
85	1.8883
86	1.8883
87	1.8883
88	1.8866
89	1.8845
90	1.8826
91	1.8803
92	1.8766
93	1.8722
94	1.8683
95	1.8653
96	1.8636
97	1.8639
98	1.8645
99	1.8656
100	1.8666
101	1.8679
102	1.8695
103	1.8716
104	1.8732
105	1.8747
106	1.8774
107	1.8789
108	1.8787
109	1.8764
110	1.8737
111	1.8710
112	1.8685
113	1.8668
114	1.8656
115	1.8667
116	1.8693
117	1.8725
118	1.8748
119	1.8776
120	1.8810
121	1.8848
122	1.8885
123	1.8917
124	1.8943
125	1.8969
126	1.8982
127	1.8974
128	1.8955
129	1.8918
130	1.8860
131	1.8802
132	1.8746
133	1.8698
134	1.8667
135	1.8648
136	1.8648
137	1.8659
138	1.8679
139	1.8721
140	1.8761
141	1.8800
142	1.8837
143	1.8867
144	1.8875
145	1.8865
146	1.8844
147	1.8823
148	1.8788
149	1.8758
150	1.8727
151	1.8702
152	1.8686
153	1.8660
154	1.8640
155	1.8628
156	1.8627
157	1.8622
158	1.8617
159	1.8610
160	1.8599
161	1.8597
162	1.8590
163	1.8580
164	1.8574
165	1.8592
166	1.8625
167	1.8670
168	1.8728
169	1.8792
170	1.8863
171	1.8931
172	1.8985
173	1.9023
174	1.9053
175	1.9076
176	1.9085
177	1.9081
178	1.9070
179	1.9050
180	1.9010
181	1.8949
182	1.8879
183	1.8811
184	1.8759
185	1.8720
186	1.8684
187	1.8658
188	1.8644
189	1.8650
190	1.8671
191	1.8702
192	1.8736
193	1.8766
194	1.8793
195	1.8826
196	1.8857
197	1.8892
198	1.8916
199	1.8938
200	1.8940
201	1.8944
202	1.8954
203	1.8964
204	1.8971
205	1.8968
206	1.8965
207	1.8951
208	1.8931
209	1.8922
210	1.8922
211	1.8910
212	1.8906
213	1.8893
214	1.8880
215	1.8877
216	1.8877
217	1.8880
218	1.8879
219	1.8865
220	1.8848
221	1.8831
222	1.8821
223	1.8825
224	1.8834
225	1.8837
226	1.8839
227	1.8839
228	1.8825
229	1.8799
230	1.8766
231	1.8728
232	1.8696
233	1.8665
234	1.8628
235	1.8588
236	1.8556
237	1.8522
238	1.8498
239	1.8487
240	1.8481
241	1.8488
242	1.8501
243	1.8521
244	1.8554
245	1.8599
246	1.8650
247	1.8705
248	1.8751
249	1.8800
250	1.8843
251	1.8868
252	1.8883
253	1.8882
254	1.8875
255	1.8855
256	1.8824
257	1.8793
258	1.8768
259	1.8746
260	1.8726
261	1.8711
262	1.8700
263	1.8700
264	1.8710
265	1.8730
266	1.8764
267	1.8815
268	1.8860
269	1.8897
270	1.8922
271	1.8942
272	1.8947
273	1.8939
274	1.8920
275	1.8887
276	1.8854
277	1.8828
278	1.8809
279	1.8784
280	1.8756
281	1.8735
282	1.8717
283	1.8699
284	1.8690
285	1.8686
286	1.8682
287	1.8676
288	1.8672
289	1.8665
290	1.8649
291	1.8620
292	1.8596
293	1.8577
294	1.8558
295	1.8548
296	1.8550
297	1.8571
298	1.8612
299	1.8663
300	1.8716
301	1.8771
302	1.8810
303	1.8838
304	1.8857
305	1.8866
306	1.8871
307	1.8864
308	1.8839
309	1.8800
310	1.8759
311	1.8720
312	1.8692
313	1.8676
314	1.8674
315	1.8687
316	1.8720
317	1.8770
318	1.8838
319	1.8911
320	1.8962
321	1.9004
322	1.9022
323	1.9016
324	1.9004
325	1.8976
326	1.8933
327	1.8876
328	1.8816
329	1.8755
330	1.8705
331	1.8666
332	1.8632
333	1.8601
334	1.8568
335	1.8540
336	1.8528
337	1.8541
338	1.8570
339	1.8616
340	1.8675
341	1.8757
342	1.8839
343	1.8910
344	1.8973
345	1.9028
346	1.9076
347	1.9119
348	1.9146
349	1.9166
350	1.9179
351	1.9173
352	1.9154
353	1.9114
354	1.9062
355	1.9009
356	1.8952
357	1.8885
358	1.8810
359	1.8727
360	1.8642
361	1.8556
362	1.8479
363	1.8403
364	1.8338
365	1.8302
366	1.8291
367	1.8293
368	1.8305
369	1.8339
370	1.8389
371	1.8437
372	1.8488
373	1.8529
374	1.8579
375	1.8634
376	1.8679
377	1.8724
378	1.8746
379	1.8755
380	1.8748
381	1.8727
382	1.8699
383	1.8670
384	1.8630
385	1.8573
386	1.8505
387	1.8444
388	1.8400
389	1.8363
390	1.8324
391	1.8293
392	1.8280
393	1.8286
394	1.8325
395	1.8378
396	1.8447
397	1.8519
398	1.8591
399	1.8674
400	1.8761
401	1.8848
402	1.8924
403	1.8966
